trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",30,0,-51.1158522188954,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.392711028357805}",20,9,20.779554044651363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",20,0,0.39076936853906674,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",20,4,3.314548037232896,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",20,3,-66.98051583631434,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",30,0,-10.872935404812356,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",20,7,16.705261503596525,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",25,7,7.7967754234806215,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",25,4,28.20743485117326,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",35,12,4.40687798626772,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.358748297681892}",20,0,-48.13851271297823,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",30,17,-20.142050828401626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",30,12,-12.179542802822706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",30,0,8.264272261202727,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",25,0,-25.73410215972809,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,2,-31.91979460717164,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,0,-33.90764336974749,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.334376856889913}",20,0,2.1752348362925735,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",35,17,10.464325023761873,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,0,-30.20964194753216,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,10,21.523698759324144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-21.058724374255977,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",20,4,-23.543262883654293,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,12,9.43027034481505,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",25,12,-26.711056072240893,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,13,11.1959140467334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",25,0,-130.40525287320273,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",35,23,-19.172502848980084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",20,10,3.3651505568933295,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",30,13,-16.499038424282446,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",30,9,-1.453723235405464,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",20,9,-31.846658213957944,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",25,0,-27.878348127917086,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",25,15,5.845323289800435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",25,0,-20.330333984318486,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",30,19,14.955211575113719,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",30,0,-43.14298266115521,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",1
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",30,16,22.402122137002927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.270754259511994}",20,3,-83.67198663173417,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",25,0,-22.65013491168697,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",25,17,5.9284611202715105,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",30,21,-14.70461242424065,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2600854613777259}",25,0,-5.580870944339551,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.2574846067639487}",30,17,3.13355964118342,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963092}",25,12,-27.756072623108516,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893461}",20,0,-13.737232146563015,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.24983705645845267}",25,9,5.7223298879021645,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386815}",20,5,-5.412684747118144,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492946}",20,15,8.224413387176314,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24241664604458016}",20,0,24.699694335525272,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.23999247958413436}",30,22,15.281338341792692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,5,-72.5685439559253,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.2352166292404101}",20,0,15.403207958435141,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,0,-7.718058113147799,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,5,-8.878003750265103,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,6,-14.725186963349646,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,7,-42.14316515491748,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.22368867397864742}",20,12,3.452475100679999,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886094}",20,2,9.70441314627128,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.21923726936647234}",25,7,-15.114448982689293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.2170448966728076}",20,8,3.611619134407748,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21487444770607952}",20,3,-20.919089339331858,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.21272570322901874}",25,13,-10.869041002687464,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672854}",20,6,20.840642513802436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476127}",30,10,-16.7124785563177,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.20640753711741366}",30,0,-7.503007714398312,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.20434346174623952}",20,4,-26.519273419147527,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.20230002712877712}",35,7,-7.4903807077762385,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748935}",25,0,-15.141935873473805,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.19827425658891445}",20,0,37.792273937391776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.1962915140230253}",25,0,14.739270928894559,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.19432859888279505}",20,10,17.354641542266933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1923853128939671}",25,13,17.233313128792783,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19046145976502743}",20,4,9.250458018822842,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.18855684516737714}",25,20,9.678427272998846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",25,11,-20.84342431628858,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.18480456394854633}",20,11,18.623714850105426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906087}",20,14,-29.891595378269724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597027}",25,16,18.570670693958572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471056}",30,24,11.872251237953142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876345}",30,14,14.719096603761216,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17574730149117582}",20,3,-13.430849587864376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626407}",25,9,5.828930343444986,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17224993019150142}",20,6,22.090461259710143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1705274308895864}",25,19,10.903493194291885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.16882215658069055}",20,13,2.8161478198477523,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16713393501488363}",20,1,15.751575303320953,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473479}",25,16,21.203384650755208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808745}",20,9,10.21712210872798,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100657}",35,13,37.051927459682474,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.1605481911108965}",20,0,10.220638815811418,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.15894270919978754}",25,9,21.90230125600517,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",30,17,10.256070094331642,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671176}",25,17,17.727700401235015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.15422195179384465}",30,18,19.40918955171026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1526797322759062}",25,8,20.25616616051258,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15115293495314713}",20,10,18.744765912264832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361566}",20,11,3.9580338468772713,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.1481449915475795}",20,14,11.49657625489214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.1466635416321037}",25,19,12.366008120592358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578268}",30,22,13.227113062461228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14374493715362485}",20,5,26.601159818676884,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.1423074877820886}",30,18,24.488632792900958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1408844129042677}",25,0,32.765272484064155,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.13947556877522502}",20,0,-12.1162132119809,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.13808081308747278}",30,16,23.255879649177945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13670000495659804}",25,13,21.057026218151016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703207}",20,14,12.53291858128311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796175}",30,15,25.762639983695088,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13263987810938213}",25,1,-7.539973795340382,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.1313134793282883}",30,22,11.462895637430638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13000034453500542}",20,11,16.305849723095747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965536}",30,11,23.86503216721451,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12741333767875881}",20,13,11.628717708510443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197123}",20,11,-37.867218012903,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895152}",20,10,16.35585010893209,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.123629034136362}",25,12,10.556317253748752,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499838}",25,14,10.77405612578319,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1211688163570484}",30,19,22.34064297666768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347792}",25,0,-62.15088307687532,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.11875755691154315}",25,10,17.22733953886665,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242772}",30,15,14.927509869121907,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900344}",35,22,21.090978913685536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371341}",25,12,23.13280766367294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11407803532657627}",20,1,26.546055077147166,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331052}",20,12,20.062119247079035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1118078824235774}",20,0,8.144265088901049,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.11068980359934164}",25,10,23.47223661367682,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334822}",25,17,13.86338930317366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10848707650771475}",30,0,20.380385233615595,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.1074022057426376}",35,23,1.174190258890557,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521123}",25,6,-21.4693971605137,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835911}",20,8,14.872276264754177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987552}",30,4,30.893737535884352,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157676}",20,8,10.470923789818674,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856099}",20,14,10.93586049231067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
