trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
51,False,"{'a': 0.5, 'e': 0.07309772651287748}",30,16,14.792716842761589,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.0694428401872336}",20,11,12.748321153723515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.0659706981778719}",20,4,26.995421095446815,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.0626721632689783}",25,16,19.78648257594663,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.059538555105529384}",35,25,19.29911523859732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.05656162735025291}",25,9,-22.827828591759676,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.053733545982740265}",20,0,32.73595987063002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.05104686868360325}",25,12,27.59556604205338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.04849452524942309}",20,16,8.220111590700123,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,22.655715602132627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,12,10.890202234816137,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,17.967602573161972,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,10,23.53537545870987,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,18.25961466639943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,19.377253321205547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,7,16.962450530337584,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,13,14.739041912502408,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,8,15.141719027161486,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,16,18.109535292856886,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
